"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRINTO01","Production of total industry sa, Index","NOR","Norway","M","Monthly","2021-10","Oct-2021","IDX","Index","0","Units","2015_100","2015=100",104.2669,,
"PRINTO01","Production of total industry sa, Index","NOR","Norway","M","Monthly","2021-11","Nov-2021","IDX","Index","0","Units","2015_100","2015=100",101.2413,,
"PRINTO01","Production of total industry sa, Index","NOR","Norway","M","Monthly","2021-12","Dec-2021","IDX","Index","0","Units","2015_100","2015=100",104.0341,,
"PRINTO01","Production of total industry sa, Index","NOR","Norway","M","Monthly","2022-01","Jan-2022","IDX","Index","0","Units","2015_100","2015=100",104.9651,,
"PRINTO01","Production of total industry sa, Index","NOR","Norway","M","Monthly","2022-02","Feb-2022","IDX","Index","0","Units","2015_100","2015=100",104.0341,,
"PRINTO01","Production of total industry sa, Index","NOR","Norway","M","Monthly","2022-03","Mar-2022","IDX","Index","0","Units","2015_100","2015=100",106.7106,,
"PRINTO01","Production of total industry sa, Index","NOR","Norway","M","Monthly","2022-04","Apr-2022","IDX","Index","0","Units","2015_100","2015=100",106.3615,,
"PRINTO01","Production of total industry sa, Index","NOR","Norway","M","Monthly","2022-05","May-2022","IDX","Index","0","Units","2015_100","2015=100",107.1761,,
"PRINTO01","Production of total industry sa, Index","NOR","Norway","M","Monthly","2022-06","Jun-2022","IDX","Index","0","Units","2015_100","2015=100",105.4306,,
"PRINTO01","Production of total industry sa, Index","NOR","Norway","M","Monthly","2022-07","Jul-2022","IDX","Index","0","Units","2015_100","2015=100",107.6416,,
"PRINTO01","Production of total industry sa, Index","NOR","Norway","M","Monthly","2022-08","Aug-2022","IDX","Index","0","Units","2015_100","2015=100",111.0163,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",99.21935,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",97.02511,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",99.77495,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",99.33188,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",101.0198,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",100.8228,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",100.6259,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",99.5288,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",94.18384,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",96.7438,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",98.93804,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015_100","2015=100",101.6668,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015_100","2015=100",100.5415,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015_100","2015=100",100.3446,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015_100","2015=100",99.33188,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","Q","Quarterly","2022-Q1","Q1-2022","IDX","Index","0","Units","2015_100","2015=100",100.2602,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","Q","Quarterly","2022-Q2","Q2-2022","IDX","Index","0","Units","2015_100","2015=100",99.89451,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",99.66946,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",99.66946,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",98.65673,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",100.5978,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",101.8637,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",100.5978,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",101.1042,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",100.429,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",100.9354,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",100.851,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",100.5134,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",100.5134,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",100.7666,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",100.3446,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",97.47521,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",94.94338,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",93.84626,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",93.76187,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",94.60581,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",98.23476,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",97.39082,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",98.06597,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",99.50067,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",99.24748,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",101.6949,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",101.1886,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",102.1169,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",99.0787,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",101.0198,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",101.5261,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units","2015_100","2015=100",99.58506,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units","2015_100","2015=100",100.5978,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2021-09","Sep-2021","IDX","Index","0","Units","2015_100","2015=100",100.851,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2021-10","Oct-2021","IDX","Index","0","Units","2015_100","2015=100",99.83824,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2021-11","Nov-2021","IDX","Index","0","Units","2015_100","2015=100",99.92264,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2021-12","Dec-2021","IDX","Index","0","Units","2015_100","2015=100",98.23476,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2022-01","Jan-2022","IDX","Index","0","Units","2015_100","2015=100",101.5261,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2022-02","Feb-2022","IDX","Index","0","Units","2015_100","2015=100",99.24748,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2022-03","Mar-2022","IDX","Index","0","Units","2015_100","2015=100",100.007,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2022-04","Apr-2022","IDX","Index","0","Units","2015_100","2015=100",101.2729,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2022-05","May-2022","IDX","Index","0","Units","2015_100","2015=100",99.0787,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2022-06","Jun-2022","IDX","Index","0","Units","2015_100","2015=100",99.33188,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2022-07","Jul-2022","IDX","Index","0","Units","2015_100","2015=100",100.6822,,
"PRMNTO01","Production in total manufacturing sa, Index","NOR","Norway","M","Monthly","2022-08","Aug-2022","IDX","Index","0","Units","2015_100","2015=100",99.66946,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",100.7333,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",109.075,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",109.075,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",102.5106,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",103.1071,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",104.1346,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",103.0408,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",103.2066,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",112.2214,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",115.5025,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",115.2705,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015_100","2015=100",111.7243,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015_100","2015=100",115.8008,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015_100","2015=100",112.4865,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015_100","2015=100",111.658,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","Q","Quarterly","2022-Q1","Q1-2022","IDX","Index","0","Units","2015_100","2015=100",109.9014,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","Q","Quarterly","2022-Q2","Q2-2022","IDX","Index","0","Units","2015_100","2015=100",108.5425,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","Q","Quarterly","2022-Q3","Q3-2022","IDX","Index","0","Units","2015_100","2015=100",106.4214,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",103.5048,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",101.7151,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",102.3117,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",103.8031,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",103.0077,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",102.5106,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",104.3997,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",104.002,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",104.002,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",103.0077,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",104.002,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",102.1129,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",102.2123,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",103.9026,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",103.5048,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",108.2774,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",111.2603,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",117.1265,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",119.6122,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",113.4477,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",113.4477,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",115.0385,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",118.9162,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",111.8568,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",112.1551,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",111.7574,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",111.2603,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",111.658,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",118.0214,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",117.7231,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units","2015_100","2015=100",115.7345,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units","2015_100","2015=100",110.8625,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2021-09","Sep-2021","IDX","Index","0","Units","2015_100","2015=100",110.8625,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2021-10","Oct-2021","IDX","Index","0","Units","2015_100","2015=100",112.1551,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2021-11","Nov-2021","IDX","Index","0","Units","2015_100","2015=100",113.1494,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2021-12","Dec-2021","IDX","Index","0","Units","2015_100","2015=100",109.6694,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2022-01","Jan-2022","IDX","Index","0","Units","2015_100","2015=100",109.9677,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2022-02","Feb-2022","IDX","Index","0","Units","2015_100","2015=100",108.5757,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2022-03","Mar-2022","IDX","Index","0","Units","2015_100","2015=100",111.1608,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2022-04","Apr-2022","IDX","Index","0","Units","2015_100","2015=100",109.3711,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2022-05","May-2022","IDX","Index","0","Units","2015_100","2015=100",108.178,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2022-06","Jun-2022","IDX","Index","0","Units","2015_100","2015=100",108.0785,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2022-07","Jul-2022","IDX","Index","0","Units","2015_100","2015=100",105.9906,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2022-08","Aug-2022","IDX","Index","0","Units","2015_100","2015=100",106.5871,,
"SLRTTO01","Total retail trade (Volume) sa, Index","NOR","Norway","M","Monthly","2022-09","Sep-2022","IDX","Index","0","Units","2015_100","2015=100",106.6866,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",91.50477,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",90.29904,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",85.50357,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",97.61788,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",110.5312,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",94.89319,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",93.36353,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",101.8313,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",90.97345,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",89.9423,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",87.35418,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",84.21292,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",79.97223,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",83.4481,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",85.27821,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",86.04305,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",71.60693,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",61.29543,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",66.43069,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",69.4422,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",94.74295,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",85.40797,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",111.9311,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",103.0604,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",101.9747,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",144.4294,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",92.50993,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",93.37036,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",86.89664,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",108.4211,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",103.3882,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",115.6801,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units","2015_100","2015=100",109.0288,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units","2015_100","2015=100",122.1606,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2021-09","Sep-2021","IDX","Index","0","Units","2015_100","2015=100",128.648,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2021-10","Oct-2021","IDX","Index","0","Units","2015_100","2015=100",98.43051,,
"SLRTCR03","Passenger car registrations sa, Index","NOR","Norway","M","Monthly","2021-11","Nov-2021","IDX","Index","0","Units","2015_100","2015=100",118.3092,,
