"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",111,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",112.8,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",112.1,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",112.7,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",115.3,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",113.6,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units","2015_100","2015=100",115.3,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units","2015_100","2015=100",116.2,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2021-09","Sep-2021","IDX","Index","0","Units","2015_100","2015=100",116.7,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2021-10","Oct-2021","IDX","Index","0","Units","2015_100","2015=100",116.1,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2021-11","Nov-2021","IDX","Index","0","Units","2015_100","2015=100",117.4,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2021-12","Dec-2021","IDX","Index","0","Units","2015_100","2015=100",120.2,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2022-01","Jan-2022","IDX","Index","0","Units","2015_100","2015=100",118.4,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2022-02","Feb-2022","IDX","Index","0","Units","2015_100","2015=100",119.1,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2022-03","Mar-2022","IDX","Index","0","Units","2015_100","2015=100",118,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2022-04","Apr-2022","IDX","Index","0","Units","2015_100","2015=100",120.4,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2022-05","May-2022","IDX","Index","0","Units","2015_100","2015=100",119.9,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2022-06","Jun-2022","IDX","Index","0","Units","2015_100","2015=100",121.5,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2022-07","Jul-2022","IDX","Index","0","Units","2015_100","2015=100",119.4,,
"PRMNTO01","Production in total manufacturing sa, Index","FIN","Finland","M","Monthly","2022-08","Aug-2022","IDX","Index","0","Units","2015_100","2015=100",119.5,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",106.8,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",103.3583,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",109.425,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",108.9667,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",107,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",106.8667,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",104.3667,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",104.9333,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",102.4333,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",102.1,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",103.9667,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015_100","2015=100",106.1333,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015_100","2015=100",108.2667,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015_100","2015=100",110.1,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015_100","2015=100",113.2,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","Q","Quarterly","2022-Q1","Q1-2022","IDX","Index","0","Units","2015_100","2015=100",112.4333,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","Q","Quarterly","2022-Q2","Q2-2022","IDX","Index","0","Units","2015_100","2015=100",113.9333,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",110.2,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",108.6,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",108.1,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",107.7,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",106.9,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",106.4,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",107.1,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",107,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",106.5,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",107.2,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",104.9,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",101,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",105,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",99.7,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",110.1,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",105.2,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",100.9,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",101.2,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",102,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",102.4,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",101.9,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",101.7,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",103.3,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",106.9,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",103,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",107.6,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",107.8,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",107.2,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",109.3,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",108.3,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units","2015_100","2015=100",111,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units","2015_100","2015=100",108,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2021-09","Sep-2021","IDX","Index","0","Units","2015_100","2015=100",111.3,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2021-10","Oct-2021","IDX","Index","0","Units","2015_100","2015=100",111.9,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2021-11","Nov-2021","IDX","Index","0","Units","2015_100","2015=100",112.4,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2021-12","Dec-2021","IDX","Index","0","Units","2015_100","2015=100",115.3,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2022-01","Jan-2022","IDX","Index","0","Units","2015_100","2015=100",111.8,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2022-02","Feb-2022","IDX","Index","0","Units","2015_100","2015=100",112.9,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2022-03","Mar-2022","IDX","Index","0","Units","2015_100","2015=100",112.6,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2022-04","Apr-2022","IDX","Index","0","Units","2015_100","2015=100",111.9,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2022-05","May-2022","IDX","Index","0","Units","2015_100","2015=100",114.6,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2022-06","Jun-2022","IDX","Index","0","Units","2015_100","2015=100",115.3,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2022-07","Jul-2022","IDX","Index","0","Units","2015_100","2015=100",111.7,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","FIN","Finland","M","Monthly","2022-08","Aug-2022","IDX","Index","0","Units","2015_100","2015=100",114.5,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",130.7333,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",129.0917,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",133.9667,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",125.9333,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",129.3667,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",135.0667,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",131.3667,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",131.1333,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",125.9,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",129.5333,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",129.2667,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015_100","2015=100",130.2667,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015_100","2015=100",133.5333,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015_100","2015=100",133.6,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015_100","2015=100",136.3,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","Q","Quarterly","2022-Q1","Q1-2022","IDX","Index","0","Units","2015_100","2015=100",136.7667,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","Q","Quarterly","2022-Q2","Q2-2022","IDX","Index","0","Units","2015_100","2015=100",138.9333,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",126,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",124.4,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",127.4,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",133.5,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",123.3,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",131.3,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",139,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",131.5,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",134.7,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",126.2,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",129.7,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",138.2,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",130,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",133.3,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",130.1,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",122.8,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",125.6,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",129.3,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",130.5,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",131.4,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",126.7,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",134.2,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",130.5,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",123.1,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",128.3,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",131,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",131.5,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",132.6,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",136.9,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",131.1,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units","2015_100","2015=100",127.9,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units","2015_100","2015=100",138.7,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2021-09","Sep-2021","IDX","Index","0","Units","2015_100","2015=100",134.2,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2021-10","Oct-2021","IDX","Index","0","Units","2015_100","2015=100",132.1,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2021-11","Nov-2021","IDX","Index","0","Units","2015_100","2015=100",136.8,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2021-12","Dec-2021","IDX","Index","0","Units","2015_100","2015=100",140,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2022-01","Jan-2022","IDX","Index","0","Units","2015_100","2015=100",137.7,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2022-02","Feb-2022","IDX","Index","0","Units","2015_100","2015=100",136.6,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2022-03","Mar-2022","IDX","Index","0","Units","2015_100","2015=100",136,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2022-04","Apr-2022","IDX","Index","0","Units","2015_100","2015=100",141.7,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2022-05","May-2022","IDX","Index","0","Units","2015_100","2015=100",136.7,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2022-06","Jun-2022","IDX","Index","0","Units","2015_100","2015=100",138.4,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2022-07","Jul-2022","IDX","Index","0","Units","2015_100","2015=100",138,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","FIN","Finland","M","Monthly","2022-08","Aug-2022","IDX","Index","0","Units","2015_100","2015=100",136.4,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",109.0598,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",113.8023,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",117.5613,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",108.3181,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",108.5181,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",110.0517,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",109.985,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",110.8851,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",112.8188,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",114.7191,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",116.0193,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015_100","2015=100",116.8528,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015_100","2015=100",119.3532,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015_100","2015=100",118.053,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015_100","2015=100",116.286,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","Q","Quarterly","2022-Q1","Q1-2022","IDX","Index","0","Units","2015_100","2015=100",115.5526,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","Q","Quarterly","2022-Q2","Q2-2022","IDX","Index","0","Units","2015_100","2015=100",114.2857,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","Q","Quarterly","2022-Q3","Q3-2022","IDX","Index","0","Units","2015_100","2015=100",113.1522,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",107.918,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",107.918,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",109.1182,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",109.5182,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",107.4179,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",108.6181,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FIN","Finland","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",109.6183,,
